"","time","bbb_behavior","gpw_behavior","gwb_behavior","wwr_behavior","ybr_behavior","ygr_behavior","ywr_behavior","yyr_behavior","yyw_behavior"
"2951",2951,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2952",2952,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2953",2953,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2954",2954,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2955",2955,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2956",2956,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2957",2957,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2958",2958,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2959",2959,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2960",2960,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2961",2961,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2962",2962,"Resting","Resting","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"2963",2963,"Resting","Resting","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"2964",2964,"Resting","Resting","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"2965",2965,"Resting","Resting","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"2966",2966,"Resting","Resting","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"2967",2967,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2968",2968,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2969",2969,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2970",2970,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2971",2971,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2972",2972,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2973",2973,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2974",2974,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2975",2975,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"2976",2976,"Exploring","Resting","Resting","Food Processing","Resting","Resting","Exploring","Resting","Brood Care"
"2977",2977,"Exploring","Resting","Resting","Food Processing","Resting","Resting","Exploring","Resting","Brood Care"
"2978",2978,"Exploring","Resting","Resting","Food Processing","Resting","Resting","Exploring","Resting","Brood Care"
"2979",2979,"Antennating Nestmate","Resting","Resting","Food Processing","Resting","Resting","Trash Maintenance","Resting","Brood Care"
"2980",2980,"Antennating Nestmate","Resting","Resting","Food Processing","Resting","Resting","Trash Maintenance","Resting","Brood Care"
"2981",2981,"Antennating Nestmate","Resting","Resting","Food Processing","Resting","Exploring","Trash Maintenance","Resting","Brood Care"
"2982",2982,"Antennating Nestmate","Resting","Resting","Food Processing","Resting","Exploring","Trash Maintenance","Resting","Brood Care"
"2983",2983,"Antennating Nestmate","Resting","Resting","Food Processing","Resting","Exploring","Food Processing","Resting","Brood Care"
"2984",2984,"Antennating Nestmate","Resting","Resting","Food Processing","Resting","Exploring","Food Processing","Resting","Brood Care"
"2985",2985,"Antennating Nestmate","Resting","Resting","Food Processing","Resting","Exploring","Food Processing","Resting","Brood Care"
"2986",2986,"Antennating Nestmate","Resting","Resting","Food Processing","Resting","Exploring","Food Processing","Resting","Brood Care"
"2987",2987,"Allogrooming","Exploring","Resting","Food Processing","Resting","Exploring","Food Processing","Resting","Brood Care"
"2988",2988,"Allogrooming","Exploring","Resting","Food Processing","Resting","Exploring","Exploring","Resting","Brood Care"
"2989",2989,"Allogrooming","Exploring","Resting","Food Processing","Resting","Exploring","Exploring","Resting","Brood Care"
"2990",2990,"Allogrooming","Exploring","Resting","Food Processing","Resting","Exploring","Exploring","Resting","Brood Care"
"2991",2991,"Antennating Nestmate","Exploring","Resting","Exploring","Resting","Exploring","Exploring","Resting","Brood Care"
"2992",2992,"Antennating Nestmate","Exploring","Resting","Antennating Nestmate","Resting","Exploring","Exploring","Resting","Brood Care"
"2993",2993,"Antennating Nestmate","Exploring","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"2994",2994,"Antennating Nestmate","Exploring","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"2995",2995,"Antennating Nestmate","Antennating Nestmate","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"2996",2996,"Exploring","Antennating Nestmate","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"2997",2997,"Exploring","Antennating Nestmate","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"2998",2998,"Food Processing","Antennating Nestmate","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"2999",2999,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3000",3000,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3001",3001,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3002",3002,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3003",3003,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3004",3004,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3005",3005,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3006",3006,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3007",3007,"Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3008",3008,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3009",3009,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3010",3010,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3011",3011,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3012",3012,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3013",3013,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3014",3014,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3015",3015,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3016",3016,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3017",3017,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3018",3018,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3019",3019,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3020",3020,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3021",3021,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3022",3022,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3023",3023,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3024",3024,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3025",3025,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3026",3026,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3027",3027,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3028",3028,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3029",3029,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3030",3030,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3031",3031,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3032",3032,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3033",3033,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3034",3034,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3035",3035,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3036",3036,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3037",3037,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3038",3038,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3039",3039,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3040",3040,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3041",3041,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3042",3042,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3043",3043,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3044",3044,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3045",3045,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3046",3046,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3047",3047,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3048",3048,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3049",3049,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3050",3050,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3051",3051,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3052",3052,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3053",3053,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3054",3054,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3055",3055,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3056",3056,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Resting","Food Processing","Resting","Brood Care"
"3057",3057,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3058",3058,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3059",3059,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3060",3060,"Exploring","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3061",3061,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3062",3062,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3063",3063,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3064",3064,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3065",3065,"Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3066",3066,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3067",3067,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3068",3068,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3069",3069,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3070",3070,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3071",3071,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3072",3072,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3073",3073,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3074",3074,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3075",3075,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3076",3076,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3077",3077,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3078",3078,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3079",3079,"Antennating Nestmate","Exploring","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3080",3080,"Antennating Nestmate","Resting","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3081",3081,"Antennating Nestmate","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3082",3082,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3083",3083,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3084",3084,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3085",3085,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3086",3086,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3087",3087,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3088",3088,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3089",3089,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3090",3090,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3091",3091,"Exploring","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3092",3092,"Antennating Nestmate","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3093",3093,"Exploring","Resting","Resting","Resting","Resting","Resting","Trash Maintenance","Resting","Brood Care"
"3094",3094,"Exploring","Resting","Resting","Resting","Resting","Resting","Trash Maintenance","Resting","Brood Care"
"3095",3095,"Exploring","Resting","Resting","Resting","Resting","Resting","Trash Maintenance","Resting","Brood Care"
"3096",3096,"Food Processing","Resting","Antennating Nestmate","Resting","Resting","Resting","Trash Maintenance","Resting","Brood Care"
"3097",3097,"Food Processing","Resting","Antennating Nestmate","Resting","Resting","Resting","Food Processing","Resting","Brood Care"
"3098",3098,"Food Processing","Resting","Antennating Nestmate","Resting","Resting","Resting","Food Processing","Resting","Brood Care"
"3099",3099,"Food Processing","Resting","Antennating Nestmate","Resting","Resting","Resting","Food Processing","Resting","Brood Care"
"3100",3100,"Food Processing","Resting","Antennating Nestmate","Resting","Resting","Resting","Food Processing","Resting","Brood Care"
"3101",3101,"Food Processing","Resting","Antennating Nestmate","Resting","Resting","Resting","Food Processing","Resting","Brood Care"
"3102",3102,"Food Processing","Resting","Antennating Nestmate","Resting","Resting","Resting","Food Processing","Resting","Brood Care"
"3103",3103,"Food Processing","Resting","Antennating Nestmate","Resting","Resting","Resting","Food Processing","Resting","Brood Care"
"3104",3104,"Exploring","Resting","Antennating Nestmate","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3105",3105,"Exploring","Resting","Antennating Nestmate","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3106",3106,"Exploring","Resting","Antennating Nestmate","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3107",3107,"Exploring","Resting","Exploring","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3108",3108,"Food Processing","Resting","Exploring","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3109",3109,"Food Processing","Resting","Exploring","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3110",3110,"Food Processing","Resting","Exploring","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3111",3111,"Food Processing","Resting","Exploring","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3112",3112,"Food Processing","Resting","Exploring","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3113",3113,"Food Processing","Resting","Exploring","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3114",3114,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3115",3115,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3116",3116,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3117",3117,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3118",3118,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3119",3119,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3120",3120,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3121",3121,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3122",3122,"Food Processing","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3123",3123,"Food Processing","Resting","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3124",3124,"Food Processing","Resting","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3125",3125,"Food Processing","Resting","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3126",3126,"Food Processing","Resting","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3127",3127,"Food Processing","Resting","Resting","Resting","Resting","Resting","Resting","Resting","Brood Care"
"3128",3128,"Food Processing","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Resting","Brood Care"
"3129",3129,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Resting","Brood Care"
"3130",3130,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Resting","Brood Care"
"3131",3131,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Resting","Resting","Brood Care"
"3132",3132,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3133",3133,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3134",3134,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3135",3135,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3136",3136,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3137",3137,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3138",3138,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3139",3139,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3140",3140,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3141",3141,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3142",3142,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3143",3143,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3144",3144,"Self Maintenance","Resting","Resting","Resting","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3145",3145,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3146",3146,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3147",3147,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3148",3148,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3149",3149,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3150",3150,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3151",3151,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3152",3152,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3153",3153,"Self Maintenance","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3154",3154,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3155",3155,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3156",3156,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3157",3157,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3158",3158,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3159",3159,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3160",3160,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3161",3161,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3162",3162,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3163",3163,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3164",3164,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3165",3165,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3166",3166,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3167",3167,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3168",3168,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3169",3169,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3170",3170,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3171",3171,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3172",3172,"Resting","Resting","Resting","Resting","Resting","Resting","Exploring","Resting","Brood Care"
"3173",3173,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3174",3174,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3175",3175,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3176",3176,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3177",3177,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3178",3178,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3179",3179,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3180",3180,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3181",3181,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3182",3182,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3183",3183,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3184",3184,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3185",3185,"Resting","Resting","Resting","Resting","Exploring","Resting","Exploring","Resting","Brood Care"
"3186",3186,"Resting","Resting","Resting","Resting","Exploring","Antennating Nestmate","Exploring","Resting","Brood Care"
"3187",3187,"Resting","Resting","Resting","Resting","Exploring","Antennating Nestmate","Exploring","Resting","Brood Care"
"3188",3188,"Resting","Resting","Resting","Resting","Exploring","Antennating Nestmate","Exploring","Resting","Brood Care"
"3189",3189,"Resting","Resting","Resting","Resting","Exploring","Antennating Nestmate","Exploring","Resting","Brood Care"
"3190",3190,"Resting","Resting","Resting","Resting","Exploring","Antennating Nestmate","Exploring","Resting","Brood Care"
"3191",3191,"Resting","Resting","Resting","Resting","Exploring","Antennating Nestmate","Exploring","Resting","Brood Care"
"3192",3192,"Resting","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3193",3193,"Resting","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3194",3194,"Resting","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3195",3195,"Resting","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3196",3196,"Resting","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3197",3197,"Resting","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3198",3198,"Resting","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3199",3199,"Resting","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
