"","Colony","AntID","Date","Analyst","numUniqueTasks","degreeOfSpecialization","propResting","propBrood","propExploring","propAllogrooming","propAntennatingNestmate","propTrashMaintenance","propNestMaintenance","propSelfMaintenance","propFoodProcessing","numberOfTaskSwitches","numberOfAntennations","interboutInterval","boutLengthBC","boutLengthR","boutLengthFP","boutLengthTM","boutLengthAN","boutLengthNM","boutLengthSM","boutLengthE","boutLengthA","velocity","movementAreaForaging","movementAreaNest","colonySize","totalMass","sinuosityTrailNest","sinuosityTrailForaging","session","exploringLengthForaging","exploringLengthNest","probStop","probReturn","bcDistance","eDistance","fpDistance","rDistance","tmDistance","anDistance","nmDistance","smDistance","aDistance","bcSpeed","eSpeed","fpSpeed","rSpeed","tmSpeed","anSpeed","nmSpeed","smSpeed","aSpeed","bcTime","eTime","fpTime","rTime","tmTime","anTime","nmTime","smTime","aTime","bcjoulesPerMG","ejoulesPerMG","fpjoulesPerMG","rjoulesPerMG","tmjoulesPerMG","anjoulesPerMG","nmjoulesPerMG","smjoulesPerMG","ajoulesPerMG"
"1","17-1","BBB","06_11_2021","Colleen_Furey",4,0.747005988023952,0.368263473053892,0,0.517964071856287,0,0,0.0119760479041916,0,0,0.101796407185629,25,0,8.69791666666667,0,123,6.8,8,0,0,0,28.8333333333333,0,15.2171051886649,256552,NA,12,0.1012,NA,0.102204294032735,1,8745.8771781255,NA,0.0277777777777778,0.511111111111111,NA,0.846196803015525,0.237370597524801,0.00621623783049871,0.0135639448713862,NA,NA,NA,NA,NA,0.00244565550004487,0.00349074408124707,2.5269259473572e-05,0.00169549310892328,NA,NA,NA,NA,0,346,68,246,8,0,0,0,0,0,3.47168788815619,3.61587527607605,3.1377552664987,3.36819048359445,0,0,0,0
"2","17-5","RRR","02_07_2021","Colleen_Furey",2,0.875,0.6875,0.3125,0,0,0,0,0,0,0,9,0,2.5,47.5,83.6,0,0,0,0,0,0,0,0.391318084849403,NA,1713,20,0.3124,0.245433457190598,NA,1,NA,NA,1,0,0.0145611029531322,NA,NA,0.0124257100049601,NA,NA,NA,NA,NA,7.66373839638537e-05,NA,NA,2.97265789592347e-05,NA,NA,NA,NA,NA,190,0,0,418,0,0,0,0,0,3.14484235540755,0,0,3.13837022801041,0,0,0,0,0
"3","17-10","RRR","24_03_2022","Divya_Murala",6,0.577702702702703,0.018018018018018,0.274774774774775,0.264264264264264,0,0.024024024024024,0.145645645645646,0,0.273273273273273,0,21,3,9.17708333333333,91.5,12,0,32.3333333333333,5.33333333333333,0,36.4,25.1428571428571,0,10.8085743237463,225782.82182821,65891.3653978928,56,0.2808,0.613274231707928,0.347603457703824,1,1975.05096092565,1327.84370864619,0.0285714285714286,0.520952380952381,0.109080350768408,0.366169229928841,0,0.0209201923559973,0.118211752485191,0.0280157595465345,NA,0.136971408578582,NA,0.000596067490537747,0.00208050698823205,NA,0.00174334936299977,0.00121867786067207,0.00175098497165841,NA,0.000752590157025178,NA,183,176,0,12,97,16,0,182,0,3.21650639577786,3.42130956514308,NA,3.37479305144854,3.30240587317739,3.37584651092314,0,3.23810130633091,0
"4","17-12","BPP","04_22_2022","Divya_Murala",5,0.765130674002751,0.217331499312242,0,0.685006877579092,0,0.0275103163686382,0.0398899587345254,0,0,0.0302613480055021,18,4,14.90625,0,158,7.33333333333333,14.5,5,0,0,62.25,0,5.45275920642602,68882.4539292979,NA,55,0.199,NA,0.518562047349079,1,3348.28742938669,NA,0.0833333333333333,0.458333333333333,NA,0.362789964413965,0.0145792996933582,0.00800635461342773,0.0475165081833033,0.0120463946260159,NA,NA,NA,NA,0.000728493904445713,0.00066269544060719,5.06731304647324e-05,0.00163850028218287,0.000602319731300795,NA,NA,NA,0,498,22,158,29,20,0,0,0,0,3.23477682668336,3.22569883195577,3.14126015389978,3.36032737326516,3.21736899659513,0,0,0
"5","17-22","YRR","04_09_2022","Divya_Murala",4,0.745127436281859,0.698650674662669,0,0.103448275862069,0,0,0,0,0.0119940029985007,0.185907046476762,9,0,1,0,155.333333333333,41.3333333333333,0,0,0,8,34.5,0,3.76041903246172,95638.067753609,NA,66,0.3205,NA,0.690453237197296,1,496.471694994539,NA,0.277777777777778,0.111111111111111,NA,0.0570643562979416,0.0887834983349639,0.130550074822196,NA,NA,NA,0.00417499246093805,NA,NA,0.000827019656491907,0.000715995954314225,0.000280150375154928,NA,NA,NA,0.000521874057617256,NA,0,69,124,466,0,0,0,8,0,0,3.248370096274,3.23305252616355,3.17292036442554,0,0,0,3.20627017514926,0
"6","17-8","PPP","21_01_2022","Divya_Murala",5,0.726761619190405,0,0,0.75712143928036,0,0.0584707646176912,0.0224887556221889,0,0.107946026986507,0.0539730134932534,37,7,16.828125,0,0,9,7.5,5.57142857142857,0,9,31.5625,0,53.9455587794796,315382,187858,53,0.3221,0.156303951000747,0.158475147041424,1,12510.1985191982,14774.5715408716,NA,NA,NA,2.99476731206461,0.315536687458875,NA,0.0963442481067679,0.152337564278076,NA,0.326995170704125,NA,NA,0.00593023230111803,0.00876490798496875,NA,0.00642294987378452,0.00390609139174554,NA,0.00454159959311285,NA,0,505,36,0,15,39,0,72,0,0,3.95244333414425,4.34353408932619,0,4.02042193525314,3.67317936001449,0,3.76085830819647,0
"7","17-11","RRR","03_24_2022","Gailan_khanania",5,0.645427286356822,0.574212893553223,0.151424287856072,0.181409295352324,0,0.0779610194902549,0,0,0.0149925037481259,0,31,6,13.2604166666667,33.6666666666667,38.3,0,0,8.66666666666667,0,10,11,0,3.68334224326185,NA,23264.2150363657,48,0.2707,0.709907404004111,NA,1,NA,1007.12780760598,0.284090909090909,0.15530303030303,0.0151142658629523,0.0953999873274793,0,0.118083420777877,NA,0.0207497890141014,NA,0.0120215213086143,NA,0.000149646196662894,0.00078842964733454,NA,0.000308311803597589,NA,0.000399034404117334,NA,0.00120215213086143,NA,101,121,0,383,0,52,0,10,0,3.15491513793292,3.24304596134392,NA,3.17680570283635,0,3.18932239762139,0,3.30012587332118,0
"8","17-13","PPP","04_22_2022","Gailan_Khanania",7,0.69284107946027,0.373313343328336,0.00299850074962519,0.464767616191904,0,0.0329835082458771,0,0.0329835082458771,0.0839580209895052,0.00899550224887556,49,8,7.59747023809524,2,62.25,6,0,2.75,22,5.09090909090909,13.4782608695652,0,21.4594497985209,353633.102634212,128116.576374054,24,0.1294,0.463326475056886,0.285969448614767,1,7988.3216489722,3281.06162998298,0.0425724637681159,0.279397233201581,0,1.2387717290968,0.0256904048800151,0.0997556699012123,NA,0.0345157277798843,0.0186804180896051,0.0634961649063326,NA,0,0.00399603783579614,0.00428173414666919,0.000400625180326154,NA,0.00156889671726747,0.000849109913163867,0.00113386008761308,NA,2,310,6,249,0,22,22,56,0,3.134268951,3.68558897107867,3.72500553876879,3.18954187171233,0,3.35072440142567,3.25141781535284,3.29070384775435,0
"9","17-17","YYY","09_03_2022","Gailan_Khanania",6,0.61042600896861,0.339312406576981,0.12406576980568,0.412556053811659,0.031390134529148,0.062780269058296,0,0,0.0298953662182362,0,57,16,13.2673611111111,83,45.4,0,0,2.625,0,3.33333333333333,11.5,4.2,21.9060771293002,250622,201800,8,0.056,0.510826133714356,0.180136354003312,1,5946.8888432198,6197.03416178931,0.25,0.3375,0.0787861697405828,1.12883476062552,0,0.0764451987782706,NA,0.0846796751370873,NA,0.0157435378611275,0.0635003400633985,0.000949230960729914,0.00408998101675913,NA,0.000336762990212646,NA,0.00201618274135922,NA,0.000787176893056374,0.00302382571730469,83,276,0,227,0,42,0,20,21,3.2652311825487,3.6985499986122,NA,3.18073101821634,0,3.41243496321619,0,3.24287312301201,3.55145610579747
"10","17-29","RRR","04_09_2022","Galian_Khanania",7,0.513868065967017,0.0104947526236882,0,0.533733133433283,0,0.00449775112443778,0.0899550224887556,0.137931034482759,0.118440779610195,0.104947526236882,54,3,13.3645833333333,0,7,7,15,1,23,7.9,16.1818181818182,0,34.2156154811479,285172.991403139,100492.717096506,62,0.5442,0.166378763286769,0.214556723039907,1,12182.2662080207,4324.5434575895,0.00757575757575758,0.346212121212121,NA,1.62031958279693,0.145838309679904,0.0346106373734273,0.0688337239870059,0,0.345267383061412,0.145935865277297,NA,NA,0.00455145950223858,0.00208340442399863,0.00494437676763248,0.00114722873311677,0,0.00375290633762404,0.00184728943388984,NA,0,356,70,7,60,3,92,79,0,0,3.76221864699218,3.42170931469768,3.81642813237436,3.29254827521234,3.134268951,3.6520449287142,3.38913331656234,0
"11","17-23","GYG","06_11_2021","Mariah_Merriam",6,0.558834586466165,0.350375939849624,0,0.306766917293233,0.0165413533834586,0.0586466165413534,0,0.172932330827068,0.0947368421052632,0,43,13,12,0,58.25,0,0,3,28.75,15.75,12,11,12.3377106586972,113153.5,115692,25,0.1207,0.183083667928642,0.415391952574758,1,2008.23896527525,3640.79544024405,0.161764705882353,0.233484162895928,NA,0.540295227613724,0,0.107876376037323,NA,0.056510074250467,0.126848422785877,0.0196198921787844,0.00309074893166172,NA,0.00264850601771433,NA,0.000462988738357608,NA,0.00144897626283249,0.00110302976335545,0.000311426859980705,0.000280977175605611,0,204,0,233,0,39,115,63,11,0,3.49967449791065,NA,3.1981459639354,0,3.33417937606212,3.28645029068427,3.17723547678201,3.17303443532772
"12","17-6","RRR","02_07_2021","Mariah_Merriam",4,0.812088815789474,0.643092105263158,0.0263157894736842,0.300986842105263,0,0.0296052631578947,0,0,0,0,25,8,7.09375,5.33333333333333,97.75,0,0,2.25,0,0,18.3,0,10.6178912296125,66423,130155.5,17,0.1432,0.380070021232056,0.0894833181660589,1,1407.59931339209,3014.55293767616,0.116666666666667,0.441666666666667,0.0154315396330568,0.461967759745973,0,0.161975818730768,NA,0.0353068998083371,NA,NA,NA,0.000964471227066047,0.00252441398768291,NA,0.000414260405961044,NA,0.00196149443379651,NA,NA,NA,16,183,0,391,0,18,0,0,0,3.26733383129421,3.48255393416732,NA,3.19142307834243,0,3.40488979971612,0,0,0
"13","17-15","GGY","03_24_2022","Nate_Maslanka",7,0.537162162162162,0.00900900900900901,0,0.414414414414414,0,0.117117117117117,0.160660660660661,0.0660660660660661,0.003003003003003,0.22972972972973,132,36,10.4070436507937,0,6,4.78125,13.375,2.16666666666667,22,1,5.41176470588235,0,57.8215383823173,62311.8065002947,473824.657323682,47,0.2413,0.14586291996259,0.148742808184091,1,3111.82149427501,20282.199312476,0.00326797385620915,0.350864651416122,NA,1.57723842417742,1.01702030330779,0.038019600564918,0.332969203005613,0.353032187356096,0.103551564585664,0,NA,NA,0.00571463197165733,0.00664719152488751,0.00633660009415299,0.00311186171033284,0.00452605368405251,0.00235344464967417,0,NA,0,276,153,6,107,78,44,2,0,0,3.92269767535632,4.05135980838365,4.00850854398997,3.56360213830225,3.75871349094311,3.45896586450005,3.134268951,0
"14","17-16","PPP","04_22_2022","Nate_Maslanka",6,0.454528443113772,0.238023952095808,0.122754491017964,0.203592814371257,0,0.0404191616766467,0,0,0.148203592814371,0.247005988023952,37,8,8.1875,82,79.5,15,0,3.375,0,49.5,10.4615384615385,0,20.9989885144659,274385.458463346,5857.33859533871,7,NA,0.491278016646944,0.0982318989812623,1,7210.42863108434,213.387383030461,0.0431818181818182,0.257167832167832,0.00303224873198422,0.637098886659382,0.663463276086858,0.0472660006272241,NA,0.0589237993170225,NA,0.0178651388420605,NA,3.69786430729782e-05,0.00468455063720134,0.00402098955204156,0.000297270444196378,NA,0.0021823629376675,NA,0.000180455947899601,NA,82,136,165,159,0,27,0,99,0,3.13937077112264,3.78058078724588,3.68903147619667,3.17528236328429,0,3.43536229096686,0,3.15916585661188,0
"15","17-25","YYW","04_09_2022","Nate_Maslanka",9,0.292541229385307,0.278860569715142,0.0224887556221889,0.112443778110945,0.0299850074962519,0.0494752623688156,0.130434782608696,0.116941529235382,0.0824587706146927,0.176911544227886,60,19,5.16180555555556,7.5,62,8.42857142857143,43.5,1.73684210526316,26,11,6.81818181818182,20,16.9835539093997,239123.100682014,126613.219317,44,0.2541,0.341191149719844,0.224984224801745,1,1311.19258564338,426.521580807888,0.158928571428571,0.19818010936432,0.0369217947294882,0.168349969567223,0.320122394219844,0.110160567129972,0.17924433620323,0.0377468793291582,0.08990546069578,0.0629015169053152,0.014440294324755,0.00246145298196588,0.0022446662608963,0.00271290164593088,0.000592261113602001,0.00206027972647391,0.00114384482815631,0.00115263411148436,0.001143663943733,0.000722014716237749,15,75,118,186,87,33,78,55,20,3.47386741407856,3.44395807279499,3.5085589480836,3.21598124263996,3.41851887726252,3.29208140912463,3.29329403724779,3.2920564531037,3.2338829146836
"16","17-1","WWW","06_11_2021","Colleen_Furey",6,0.584580838323353,0.38622754491018,0.0344311377245509,0.284431137724551,0,0.00149700598802395,0,0.173652694610778,0.119760479041916,0,35,1,10.8541666666667,11.5,32.25,0,0,1,16.5714285714286,16,15.8333333333333,0,9.6037989003825,NA,82731.5,12,0.1012,0.192905390175804,NA,1,NA,3879.75453318752,0.47,0.294285714285714,0.00896116574392939,0.411300350977638,0,0.0389992456516573,NA,0,0.185674875393947,0.0391660316200737,NA,0.000389615901909974,0.00216473868935599,NA,0.000151159866866889,NA,0,0.00160064547753403,0.000489575395250922,NA,23,190,0,258,0,1,116,80,0,3.18802295826685,3.43293073217481,NA,3.1551239739654,0,3.134268951,3.35510467205044,3.20181403636479,0
"17","17-5","YYY","02_07_2021","Colleen_Furey",4,0.695518092105263,0.723684210526316,0.101973684210526,0.116776315789474,0,0,0,0.0575657894736842,0,0,10,0,3.875,20.6666666666667,146.666666666667,0,0,0,17.5,0,35.5,0,3.50996706789059,NA,74149,20,0.3124,0.166493885082701,NA,1,NA,746.350045466535,0.277777777777778,0.166666666666667,0.0989685064373763,0.0713499646764013,0,0.0378497965847991,NA,NA,0.0192372713950029,NA,NA,0.00159626623286091,0.00100492907994931,NA,8.60222649654525e-05,NA,NA,0.000549636325571511,NA,NA,62,71,0,440,0,0,35,0,0,3.35450048226038,3.27291566639701,NA,3.1461371561564,0,0,3.21010044271802,0,0
"18","17-10","YYP","24_03_2022","Divya_Murala",5,0.663851351351351,0,0.463963963963964,0.204204204204204,0,0.00600600600600601,0,0.255255255255255,0.0705705705705706,0,21,1,13.09375,51.5,0,0,0,4,56.6666666666667,15.6666666666667,17,0,11.5753703326149,77416.4801853207,121125.859266406,56,0.2808,0.458480820783321,0.177553868966207,1,902.122698468161,2436.27023162774,NA,NA,0.178151097615236,0.386325196384435,0,NA,NA,0.0224156773316725,0.0877037764052933,0.0537109793352252,NA,0.000576540768981347,0.0028406264440032,NA,NA,NA,0.00560391933291812,0.000515904567089961,0.00114278679436649,NA,309,136,0,0,0,4,170,47,0,3.21381235909379,3.52618071272431,NA,0,0,3.9074230216316,3.20544658443951,3.29193543572943,0
"19","17-12","RRR","04_22_2022","Divya_Murala",7,0.491918844566713,0.191196698762036,0,0.386519944979367,0,0.00550206327372765,0.0646492434662999,0.0481430536451169,0.134800550206327,0.169188445667125,41,1,13.5208333333333,0,34.75,15.375,23.5,4,17.5,9.8,20.0714285714286,0,23.914660207421,96896.5083379622,259478.408906695,55,0.199,0.170477456975213,0.31224181744342,1,3583.27971129522,6317.61930028965,0.0476190476190476,0.307738095238095,NA,0.943110688147071,0.493404121991407,0.0456205432785567,0.160531423190629,0.00263862196074836,0.0363437729217432,0.149295574401367,NA,NA,0.00335626579411769,0.0040114156259464,0.000328205347327746,0.00341556219554529,0.000659655490187091,0.0010383935120498,0.00152342422858538,NA,0,281,123,139,47,4,35,98,0,0,3.59732175506177,3.6877105935264,3.17955034875299,3.60550268191207,3.22527942012948,3.2775326425458,3.34445071373716,0
"20","17-22","YPP","04_09_2022","Divya_Murala",5,0.75356071964018,0.56671664167916,0.325337331334333,0.0629685157421289,0,0.00449775112443778,0,0,0.04047976011994,0,13,1,4.9375,54.25,75.6,0,0,3,0,13.5,42,0,1.83044315435553,NA,18724.7932342949,66,0.3205,0.813881837903348,NA,1,NA,306.975165584859,0.5,0.125,0.0323187186132859,0.0352836635001855,0,0.0466465750490014,NA,0.00242057673141012,NA,0.0172693790623986,NA,0.000148934187158,0.000840087226194892,NA,0.000123403637695771,NA,0.000806858910470039,NA,0.00063960663194069,NA,217,42,0,378,0,3,0,27,0,3.1548169043549,3.25017298530736,NA,3.15129453954743,0,3.24558858534785,0,3.22251334598675,0
"21","17-8","YWW","21_01_2022","Divya_Murala",7,0.654047976011994,0.124437781109445,0.00749625187406297,0.679160419790105,0,0.0539730134932534,0.0269865067466267,0,0.0674662668665667,0.04047976011994,46,9,15.1892361111111,5,20.75,5.4,6,4,0,11.25,22.65,0,34.0951620929222,301173.6753266,42426,53,0.3221,0.211852087730825,0.242223860241579,1,15088.4412747267,1308.92178174769,0.0916666666666667,0.205555555555556,0.02193567762902,1.8331497559506,0.128183192048646,0.0864907885178422,0.0804268348854748,0.0795035033922411,NA,0.113829956843032,NA,0.004387135525804,0.00404668820298147,0.00474752563143133,0.00104205769298605,0.00446815749363749,0.00220843064978447,NA,0.00252955459651182,NA,5,453,27,83,18,36,0,45,0,3.73954741571009,3.69257703340468,3.78926923728314,3.27803817737564,3.75072574653885,3.43895876631526,0,3.48326316683208,0
"22","17-11","YYY","03_24_2022","Gailan_khanania",6,0.87856071964018,0.0104947526236882,0.892053973013493,0.0179910044977511,0.0104947526236882,0.00449775112443778,0,0,0.0644677661169415,0,19,1,2.1875,85,7,0,0,3,0,14.3333333333333,3,2.33333333333333,2.82205205393608,NA,7885.43205430123,48,0.2707,0.789983124241982,NA,1,NA,76.2519622624092,0.0285714285714286,0.214285714285714,0.180575769536304,0.00726555233410066,0,0.000408674830679594,NA,0.00122602454950869,NA,0.0088405172733747,0.00386262649029651,0.000303488688296309,0.000605462694508389,NA,5.83821186685134e-05,NA,0.000408674849836229,NA,0.000205593424962202,0.000551803784328072,595,12,0,7,0,3,0,43,7,3.17614027369528,3.21780262075234,NA,3.14232373730563,0,3.19065245778241,0,3.16263399053062,3.2103994797778
"23","17-13","PYW","04_22_2022","Gailan_Khanania",6,0.701086956521739,0.565217391304348,0,0.145427286356822,0.0134932533733133,0.00149925037481259,0,0.0284857571214393,0.245877061469265,0,48,1,7.609375,0,29,0,0,1,9.5,16.4,4.85,4.5,5.52849363880742,NA,49409.9323286064,24,0.1294,0.528835739200197,NA,1,NA,1153.6582934854,0.24,0.24,NA,0.0875832377464014,0,0.142650473813723,NA,0,0.0096692557414412,0.128607978086697,0.00431509154566084,NA,0.000902919976767025,NA,0.000378383219665048,NA,0,0.000508908196917958,0.000784194988333517,0.000479454616184538,0,97,0,377,0,1,19,164,9,0,3.25884181046129,NA,3.18647322253979,0,3.134268951,3.20448131856811,3.24246171955708,3.20041770621293
"24","17-17","WWW","09_03_2022","Gailan_Khanania",4,0.963004484304933,0.0134529147982063,0.96711509715994,0,0,0.0179372197309417,0,0,0.00149476831091181,0,6,1,1.625,215.666666666667,9,0,0,12,0,1,0,0,3.00747088893714,NA,760,8,0.056,1.00724101595636,NA,1,NA,NA,0.111111111111111,0.222222222222222,0.220778849222031,NA,NA,0.00202947525942026,NA,0.00391913152535584,NA,0,NA,0.00034123469740654,NA,NA,0.000225497251046695,NA,0.000326594293779653,NA,0,NA,647,0,0,9,0,12,0,1,0,3.18134796475219,0,0,3.16538005506941,0,3.17932807706513,0,3.134268951,0
