"","Colony","AntID","Date","Analyst","numUniqueTasks","degreeOfSpecialization","propResting","propBrood","propExploring","propAllogrooming","propAntennatingNestmate","propTrashMaintenance","propNestMaintenance","propSelfMaintenance","propFoodProcessing","numberOfTaskSwitches","numberOfAntennations","interboutInterval","boutLengthBC","boutLengthR","boutLengthFP","boutLengthTM","boutLengthAN","boutLengthNM","boutLengthSM","boutLengthE","boutLengthA","velocity","movementAreaForaging","movementAreaNest","colonySize","totalMass","sinuosityTrailNest","sinuosityTrailForaging","session","exploringLengthForaging","exploringLengthNest","probStop","probReturn","bcDistance","eDistance","fpDistance","rDistance","tmDistance","anDistance","nmDistance","smDistance","aDistance","bcSpeed","eSpeed","fpSpeed","rSpeed","tmSpeed","anSpeed","nmSpeed","smSpeed","aSpeed","bcTime","eTime","fpTime","rTime","tmTime","anTime","nmTime","smTime","aTime","bcjoulesPerMG","ejoulesPerMG","fpjoulesPerMG","rjoulesPerMG","tmjoulesPerMG","anjoulesPerMG","nmjoulesPerMG","smjoulesPerMG","ajoulesPerMG"
"89","17-16","GGG","04_22_2022","Nate_Maslanka",5,0.927582335329341,0.0119760479041916,0.93562874251497,0.0374251497005988,0,0.0029940119760479,0,0,0.0119760479041916,0,12,2,2.0625,156.25,8,0,0,1,0,4,8.33333333333333,0,3.09137493987153,3020.02861520316,59984.8013344299,7,NA,0.459381514913544,0.22225806728246,1,212.825224284322,838.469255880069,0.0625,0.145833333333333,0.081473763383334,0.104800808391359,0,0.000651717808383132,NA,0,NA,0.0114546655476985,NA,0.000130358021413334,0.00419203233565436,NA,8.14647260478915e-05,NA,0,NA,0.00143183319346231,NA,625,25,0,8,0,2,0,8,0,3.15225401268766,3.71262967890911,NA,3.14550836770374,0,3.134268951,0,3.33181420392468,0
"90","17-25","GYB","04_09_2022","Nate_Maslanka",7,0.630434782608696,0.661169415292354,0.0659670164917541,0.0374812593703148,0,0.0944527736131934,0.0164917541229385,0.12143928035982,0.00299850074962519,0,20,4,11.0625,11,110.25,0,11,15.75,40.5,1,8.33333333333333,0,3.53639183345149,NA,68189.7558497163,44,0.2541,0.508639367771817,NA,1,NA,264.159392439867,0.291666666666667,0.125,0.0145008053358766,0.0303624271869158,0,0.0454835109417689,0.0234652929823676,0.081912893714799,0.0423656210589774,0,NA,0.00032956375763356,0.00121449708747663,NA,0.000103137213019884,0.00213320845294251,0.00130020466213967,0.000523032358752807,0,NA,44,25,0,441,11,63,81,2,0,3.17973776409484,3.30182906583553,NA,3.14849844848964,3.42858061055764,3.31365385421987,3.20642998209593,3.134268951,0
"91","17-1","GRR","06_11_2021","Colleen_Furey",5,0.848428143712575,0.0419161676646707,0.0494011976047904,0.865269461077844,0,0,0.00748502994011976,0,0,0.0359281437125748,19,0,4.52604166666667,16.5,28,4,5,0,0,0,64.2222222222222,0,3.48685274451336,NA,60012,12,0.1012,0.301988065259482,NA,1,NA,2137.28604544529,0,0.513888888888889,0.00592736579739145,0.222901820412248,0.0188317912549955,0,0,NA,NA,NA,NA,0.000179617145375498,0.000385643287910463,0.000784657968958148,0,0,NA,NA,NA,NA,33,578,24,28,5,0,0,0,0,3.15905012982364,3.18747486995538,3.24252559545059,3.134268951,3.134268951,0,0,0,0
"92","17-5","GWP","02_07_2021","Colleen_Furey",5,0.733347039473684,0.34375,0,0.361842105263158,0,0.00164473684210526,0,0.279605263157895,0,0.0131578947368421,25,1,9.4375,0,69.6666666666667,4,0,1,21.25,0,20,0,12.5908385389926,236057.5,92305.5,20,0.3124,0.213300756236011,0.11671268606513,1,2999.53792347356,2862.37275016555,0.0454545454545455,0.446022727272727,NA,0.620945230226896,0.011233038402713,0.117789548502667,NA,0,0.0793693806406262,NA,NA,NA,0.00282247831921316,0.00140412980033912,0.000563586356472093,NA,0,0.000466878709650743,NA,NA,0,220,8,209,0,1,170,0,0,0,3.52367687644078,3.32799205912012,3.21202508198127,0,3.134268951,3.19868265030815,0,0
"93","17-10","GPP","24_03_2022","Divya_Murala",5,0.672297297297297,0.490990990990991,0.247747747747748,0.0285285285285285,0.0405405405405405,0,0,0,0.192192192192192,0,13,0,1,82.5,109,0,0,0,0,25.6,9.5,27,4.37918879278425,NA,64003.91797431,56,0.2808,0.478843442949799,NA,1,NA,496.917591842922,0.15,0.225,0.0617252492509612,0.0513796148143221,0,0.115764684348503,NA,NA,NA,0.0794209712718949,0.0121232085412801,0.000374092419702795,0.00270419025338537,NA,0.000354020441432732,NA,NA,NA,0.000620476338061679,0.000449007723751116,165,19,0,327,0,0,0,128,27,3.18588123517166,3.50735706629207,NA,3.18311197123634,0,0,0,3.21987400310791,3.19621704995353
"94","17-12","YYR","04_22_2022","Divya_Murala",8,0.571698762035764,0.0990371389270977,0.0233837689133425,0.555708390646492,0,0.0178817056396149,0.0137551581843191,0.0921595598349381,0.174690508940853,0.0233837689133425,31,3,13.5,8.5,14.4,8.5,10,4.33333333333333,33.5,21.1666666666667,40.4,0,21.4880465915629,151304.550711717,268144.6333167,55,0.199,0.195169962505741,0.244847375560397,1,5421.2087361462,6629.86452615404,0.0904761904761905,0.176190476190476,0.0252913298974871,1.29202904915008,0.0343688011922773,0.0590884794815083,0.0200958822947347,0.0251023488819065,0.0763705992331112,0.113613998000854,NA,0.00148772528808747,0.00319809170581704,0.00202169418778102,0.00082067332613206,0.00200958822947347,0.00193094991399281,0.00113985969004644,0.000894598409455543,NA,17,404,17,72,10,13,67,127,0,3.33952544991314,3.57549900334589,3.41319535910752,3.24749451422869,3.41152514039302,3.40067567413387,3.29153159290341,3.25769371155788,0
"95","17-22","GPG","04_09_2022","Divya_Murala",5,0.56784107946027,0.137931034482759,0.280359820089955,0.0839580209895052,0,0,0,0.0779610194902549,0.419790104947526,0,19,0,8.20833333333333,26.7142857142857,46,0,0,0,52,70,11.2,0,3.65640305090475,NA,43937.527387425,66,0.3205,0.481327959509682,NA,1,NA,704.028008442602,0.0714285714285714,0.278571428571429,0.104924476463454,0.0638158651381614,0,0.00649877049504064,NA,NA,0.00787301309328466,0.081200977829317,NA,0.000561093457023816,0.00113956902032431,NA,7.06388097287026e-05,NA,NA,0.000151404097947782,0.000290003492247561,NA,187,56,0,92,0,0,52,280,0,3.21168114495405,3.29149149017074,NA,3.14401475211557,0,0,3.15515766971353,3.17427976614709,0
"96","17-8","RRR","21_01_2022","Divya_Murala",7,0.464955022488756,0.349325337331334,0.160419790104948,0.23688155922039,0,0.0269865067466267,0.0284857571214393,0,0.095952023988006,0.101949025487256,25,4,6.9375,53.5,77.6666666666667,34,6.33333333333333,4.5,0,21.3333333333333,19.75,0,26.762200883318,296920,119968.506492814,53,0.3221,0.407561124067064,0.202625425803919,1,5628.78208052296,NA,0.145833333333333,0.201388888888889,0.114156262081367,0.574820204793694,0.0968556055804695,1.03856303564498,0.0527289472300688,0.0226275811972938,NA,0.0696968219703113,NA,0.00106688095403147,0.00363810256198541,0.00142434714088926,0.00445735208431322,0.00277520774895099,0.0012570878442941,NA,0.00108901284328611,NA,107,158,68,233,19,18,0,64,0,3.28146295995787,3.63620583446859,3.33078137820469,3.74923496023241,3.51715511343027,3.30770517058444,0,3.28451642294537,0
"97","17-11","GPW","03_24_2022","Gailan_khanania",8,0.481634182908546,0.269865067466267,0.136431784107946,0.233883058470765,0,0.00299850074962519,0.00599700149925037,0.0974512743628186,0.0209895052473763,0.232383808095952,28,2,2.30208333333333,91,36,38.75,4,1,65,4.66666666666667,14.1818181818182,0,11.6200340032809,311061.910342245,12334.7945928286,48,0.2707,0.338690754785282,0.430807603262916,1,3806.12986393284,150.542263256186,0.252164502164502,0.258658008658009,0.0177356516475943,0.343378205688923,0.232757294741473,0.0706662336203162,0.0144402816963864,0,0.115910421771034,0.0179114969861412,NA,0.000194897270852684,0.00220114234415976,0.00150165996607402,0.000392590186779534,0.00361007042409661,0,0.00178323725801591,0.00127939264186723,NA,91,156,155,180,4,2,65,14,0,3.16115827780198,3.43795322308257,3.34144797098601,3.18843331043602,3.63233833384453,3.134268951,3.38029625136426,3.31078248915628,0
"98","17-13","GWB","04_22_2022","Gailan_Khanania",7,0.606634182908546,0.292353823088456,0.32383808095952,0.256371814092954,0.0119940029985007,0.0209895052473763,0,0,0.0464767616191904,0.047976011994003,53,6,8.05902777777778,54,48.75,5.33333333333333,0,2.33333333333333,0,3.875,8.14285714285714,2,14.8385444675586,315777.661454284,116549.693386453,24,0.1294,0.609922696354981,0.164728604976558,1,4560.03478026093,1599.89145642423,0.0902777777777778,0.305555555555556,0.0827887427682801,0.526947189015964,0.196854100510631,0.0586918302962205,NA,0.0423053809735599,NA,0.0412694743928974,0.0193288630367767,0.000383281216519815,0.00308156250886529,0.00615169064095723,0.000300983745108823,NA,0.00302181292668285,NA,0.00133127336751282,0.00241610787959708,216,171,32,195,0,14,0,31,8,3.18714898283918,3.55942185847311,3.9829972030974,3.17579467503351,0,3.55117840778468,0,3.31794029993785,3.46761130145508
"99","17-17","GPP","09_03_2022","Gailan_Khanania",8,0.716928251121076,0.406576980568012,0,0.452914798206278,0.0612855007473842,0.0194319880418535,0.00896860986547085,0.0149476831091181,0.0209267563527653,0.0149476831091181,45,7,13.2144097222222,0,38.8571428571429,5,6,1.85714285714286,5,7,16.8333333333333,6.83333333333333,25.4013706255045,219706,199146,8,0.056,0.423136401445534,0.157055935063743,1,8183.84103418316,5311.26774974772,0.0963718820861678,0.207482993197279,NA,1.33247260186276,0.0118894491793786,0.215262640244493,0.0200474444360414,0.0388192046074116,0.0272549651343861,0.0305396788277846,0.127402271936705,NA,0.00439759934608172,0.00118894491793786,0.000791406765604754,0.00334124073934024,0.00298609266210858,0.00272549651343861,0.00218140563055604,0.0031073724862611,0,303,10,272,6,13,10,14,41,0,3.74099107411441,3.29830371817816,3.24345670442794,3.59524879833764,3.54625020194891,3.51029661997075,3.43523021449572,3.56298277502116
"100","17-29","GPG","04_09_2022","Galian_Khanania",6,0.586206896551724,0.229385307346327,0,0.224887556221889,0,0.00299850074962519,0.160419790104948,0,0.0314842578710645,0.350824587706147,45,2,15.9609375,0,21.8571428571429,33.4285714285714,26.75,1,0,2.625,8.82352941176471,0,14.3192863155746,281419.159721009,NA,62,0.5442,NA,0.280539355191718,1,5083.28279991188,NA,0.177100840336134,0.299789915966387,NA,0.426001177353249,0.248639899329194,0.0755572911526921,0.21031934753902,0,NA,0.0229404392850148,NA,NA,0.00284000784902166,0.00106256367234698,0.000493838504265962,0.00196560137886935,0,NA,0.00109240187071499,NA,0,150,234,153,107,2,0,21,0,0,3.52609536723669,3.28086731899481,3.20240220330523,3.40545642123801,3.134268951,0,3.28498399576298,0
"101","17-23","GGW","06_11_2021","Mariah_Merriam",4,0.699248120300752,0.389473684210526,0,0.242105263157895,0,0.0451127819548872,0,0,0.323308270676692,0,22,6,2.59895833333333,0,86.3333333333333,0,0,5,0,71.6666666666667,16.1,0,1.52476054949267,NA,7668.19803423747,25,0.1207,0.389292774965985,NA,1,NA,202.19015018781,0.222222222222222,0.511111111111111,NA,0.018514359834195,0,0.0452193573029885,NA,0.00520249183361619,NA,0.0415835033529477,NA,NA,0.000114996023814876,NA,0.000174592113138952,NA,0.000173416394453873,NA,0.000193411643502082,NA,0,161,0,259,0,30,0,215,0,0,3.15013456908566,NA,3.15835684287607,0,3.15819463288815,0,3.1609533107485,0
"102","17-6","GWP","02_07_2021","Mariah_Merriam",4,0.771381578947368,0.0888157894736842,0,0.608552631578947,0,0.00328947368421053,0,0,0.299342105263158,0,23,1,14.5833333333333,0,27,0,0,2,0,20.2222222222222,33.6363636363636,0,10.7422650640462,NA,105629.2438198,17,0.1432,0.19296087444067,NA,1,NA,5568.81360487711,0.0606060606060606,0.494949494949495,NA,0.559615829045841,0,0.00982566156246001,NA,0,NA,0.132724881283034,NA,NA,0.00151247521363741,NA,0.000181956695601111,NA,0,NA,0.000729257589467222,NA,0,370,0,54,0,2,0,182,0,0,3.34294011464151,NA,3.15937290976977,0,3.134268951,0,3.23488218976016,0
"103","17-15","GPG","03_24_2022","Nate_Maslanka",6,0.630067567567568,0.00900900900900901,0,0.572072072072072,0,0.21021021021021,0,0.0780780780780781,0.0255255255255255,0.105105105105105,139,55,9.75515873015873,0,6,5.38461538461539,0,2.54545454545455,8.66666666666667,2.42857142857143,6.68421052631579,0,43.2609882954363,69980.202004263,521381.829179641,47,0.2413,0.15101876446894,0.103703539335867,1,4785.17736264602,17420.6660899191,0.00350877192982456,0.38675009201325,NA,1.63576890276434,0.270696544866394,0.0276419762585533,NA,0.375730990029974,0.146435868859356,0.023647185038891,NA,NA,0.00429335670016888,0.00386709349809134,0.00460699604309221,NA,0.00268379278592838,0.00281607440114146,0.00139101088464064,NA,0,381,70,6,0,140,52,17,0,0,3.7266090637333,3.66779895062,3.76988083841196,0,3.50454289569859,3.52279334921082,3.32618208605092,0
"104","17-16","RRR","04_22_2022","Nate_Maslanka",4,0.959580838323353,0.0119760479041916,0.964071856287425,0.0224550898203593,0,0.00149700598802395,0,0,0,0,8,1,0.5625,161,8,0,0,1,0,0,7.5,0,1.46349436590216,NA,14442.3559936124,7,NA,0.350967318589642,NA,1,NA,252.239700737212,0.0833333333333333,0.416666666666667,0.0761185086075565,0.0268159709010193,0,0,NA,0,NA,NA,NA,0.0001181964419372,0.00178773139340129,NA,0,NA,0,NA,NA,NA,644,15,0,8,0,1,0,0,0,3.15057612010594,3.38091629224293,NA,3.134268951,0,3.134268951,0,0,0
"105","17-25","GPP","04_09_2022","Nate_Maslanka",7,0.46308095952024,0.133433283358321,0.0584707646176912,0.32383808095952,0,0.124437781109445,0,0.0614692653673163,0.0239880059970015,0.274362818590705,42,11,13.7395833333333,19.5,29.6666666666667,36.6,0,7.54545454545455,20.5,4,14.4,0,12.1885985666587,200669.341243804,72094.8436756447,44,0.2541,0.270405090567924,0.274309259402868,1,1996.78944181839,2624.93895441815,0.0444444444444444,0.163636363636364,0.0153157717406359,0.446169723844655,0.189108770081253,0.0169995951395247,NA,0.143828952003863,0.0189585676300793,0.0234210369535914,NA,0.000392712095913742,0.00206560057335489,0.00103338125727461,0.000191006686960951,NA,0.00173287893980558,0.000462404088538521,0.00146381480959946,NA,39,216,183,89,0,83,41,16,0,3.1884501298329,3.41925297677053,3.27684111846199,3.16062150691105,0,3.37334848206184,3.1980653017487,3.33622660089774,0
"106","17-1","GRW","06_11_2021","Colleen_Furey",5,0.733158682634731,0.312874251497006,0,0.372754491017964,0,0.0029940119760479,0,0.29940119760479,0,0.0119760479041916,28,2,5.625,0,69.6666666666667,4,0,1,22.2222222222222,0,20.75,0,16.7597056379257,267669,59277,12,0.1012,0.253618854064229,0.141162947570489,1,5074.13015993019,2904.78012050745,0.0416666666666667,0.444444444444444,NA,0.964521359031935,0.0244113236232505,0.0134128100783162,NA,0,0.196711413541786,NA,NA,NA,0.00387357975514834,0.00305141545290632,6.41761247766326e-05,NA,0,0.000983557067708928,NA,NA,0,249,8,209,0,2,200,0,0,0,3.6686938378853,3.55526256965264,3.14312311701502,0,3.134268951,3.26996704110824,0,0
"107","17-5","GBY","02_07_2021","Colleen_Furey",5,0.638980263157895,0.453947368421053,0.299342105263158,0.148026315789474,0,0,0,0.0575657894736842,0.0411184210526316,0,22,0,12.8333333333333,30.3333333333333,55.2,0,0,0,8.75,25,15,0,5.59244269452882,NA,69786,20,0.3124,0.207191214441936,NA,1,NA,797.831060264578,0.166666666666667,0.416666666666667,0.119012158294274,0.0561069820204312,0,0.083130225492713,NA,NA,0.0377921170645845,0.0751522887182396,NA,0.000653912957660846,0.000623410911338124,NA,0.000301196469176496,NA,NA,0.00107977477327384,0.00300609154872958,NA,182,90,0,276,0,0,35,25,0,3.22448714205861,3.22027887640095,NA,3.17582402386405,0,0,3.28324187721935,3.54900938167306,0
"108","17-10","GWP","24_03_2022","Divya_Murala",6,0.586148648648649,0.400900900900901,0.105105105105105,0.228228228228228,0,0.0195195195195195,0,0.021021021021021,0.225225225225225,0,22,2,17.1354166666667,23.3333333333333,133.5,0,0,6.5,14,21.4285714285714,21.7142857142857,0,11.0105017546201,232979.515199145,62596.5434001827,56,0.2808,0.426194745622911,0.159083320000525,1,2255.48564702808,1938.69347832656,0.0571428571428571,0.266666666666667,0.0209171328998273,0.442025758038664,0,0.0983963106788888,NA,0.0249963144026004,0.0223323832705648,0.13501100826147,NA,0.000298816184283248,0.00290806419762279,NA,0.000368525508160632,NA,0.00192279341558465,0.00159517023361177,0.000900073388409801,NA,70,152,0,267,0,13,14,150,0,3.17549562389161,3.53548487479869,NA,3.18511318694256,0,3.39955034923683,3.3543492708973,3.25844907615427,0
"109","17-12","GYB","04_22_2022","Divya_Murala",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,727,0,0,0,0,0,0,0,0.727014069362575,NA,17672.3258185833,55,0.199,0.522152118317267,NA,1,NA,NA,NA,NA,NA,NA,NA,0.0601587256034273,NA,NA,NA,NA,NA,NA,NA,NA,8.27492786842191e-05,NA,NA,NA,NA,NA,0,0,0,727,0,0,0,0,0,0,0,0,3.14568559314913,0,0,0,0,0
"110","17-22","GWG","04_09_2022","Divya_Murala",6,0.780547226386807,0.0119940029985007,0,0.68215892053973,0,0.0104947526236882,0.00749625187406297,0.0539730134932534,0,0.233883058470765,21,2,9.6875,0,2.66666666666667,31.2,5,3.5,36,0,50.5555555555556,0,30.3659725033787,264914.735470474,83070.7204151093,66,0.3205,0.137974204127263,0.220768231964192,1,13975.0003729458,3738.11756701045,0.144444444444444,0.151111111111111,NA,1.96702014386809,0.241583089470822,0.00222681192677912,0.00442693709906055,0.0171302632990383,0.00238306451157192,NA,NA,NA,0.00432312119531449,0.00154860954788988,0.00027835149084739,0.000885387419812109,0.00244718047129119,6.61962364325534e-05,NA,NA,0,455,156,8,5,7,36,0,0,0,3.73071557191356,3.34792544829054,3.17267217835391,3.25642290202008,3.47189828335581,3.14340182508648,0,0
"111","17-8","GPP","21_01_2022","Divya_Murala",6,0.763868065967017,0,0.0269865067466267,0.790104947526237,0,0.0179910044977511,0.0824587706146927,0,0.04047976011994,0.0419790104947526,31,3,6.55208333333333,9,0,9.33333333333333,13.75,4,0,6.75,35.1333333333333,0,48.86961996073,317036,181008,53,0.3221,0.136799056647553,0.172370313232553,1,17645.5846508806,7474.23655056315,NA,NA,0.105423304796054,2.93833342599122,0.17692636700576,NA,0.201776109106987,0.0796339869901297,NA,0.048959094038324,NA,0.00585685026644745,0.00557558524856019,0.00631879882163429,NA,0.00366865652921795,0.00663616558251081,NA,0.00181329977919719,NA,18,527,28,0,55,12,0,27,0,3.94231905942753,3.90351386245969,4.00605256175814,0,3.6404212634811,4.04983859586707,0,3.38444387720324,0
"112","17-11","GYR","03_24_2022","Gailan_khanania",7,0.468140929535232,0.106446776611694,0.413793103448276,0.125937031484258,0,0.00749625187406297,0.16191904047976,0,0.158920539730135,0.0254872563718141,42,2,7.45034722222222,138,35.5,8.5,27,2.5,0,8.83333333333333,4.66666666666667,0,11.0301943069629,262596.719399521,NA,48,0.2707,NA,0.546345045910807,1,3737.85332431697,NA,0.00925925925925926,0.226851851851852,0.0753067957149097,0.289075671532649,0.0152275303617196,0.0571383839641886,0.123069592245993,0.0342783667663212,NA,0.120856728430642,NA,0.000272850709111992,0.00344137704205534,0.000895737080101153,0.0008047659713266,0.00113953326153697,0.00685567335326425,NA,0.00114015781538341,NA,276,84,17,71,108,5,0,106,0,3.17191325383382,3.60906427023557,3.25785081015129,3.24529982951069,3.29148655665005,4.08012335130536,0,3.2915727242624,0
"113","17-13","BBB","04_22_2022","Gailan_Khanania",6,0.595014992503748,0.397301349325337,0.0674662668665667,0.353823088455772,0,0.00449775112443778,0,0.0674662668665667,0.109445277361319,0,35,2,12.9548611111111,22.5,53,0,0,1.5,22.5,9.125,14.75,0,19.4338632511108,318132.138122933,163773.473374645,24,0.1294,0.382095199536079,0.111136203193693,1,5188.15622559743,4382.04387237037,0.0875,0.35,0.00768407339507435,1.03035596031663,0,0.123843374812644,NA,0.0111262698653026,0.0911316362790562,0.111996967542681,NA,0.000170757186557208,0.0043659150860874,NA,0.000467333489859034,NA,0.00370875662176754,0.00202514747286791,0.00153420503483124,NA,45,236,0,265,0,3,45,73,0,3.15782775083868,3.73661970237719,NA,3.19874539481755,0,3.64595373958319,3.41367179734001,3.34593810563888,0
"114","17-17","PPP","09_03_2022","Gailan_Khanania",6,0.545964125560538,0.463378176382661,0.131539611360239,0.17339312406577,0.0194319880418535,0.161434977578475,0,0,0.0508221225710015,0,22,5,5.34375,88,103.333333333333,0,0,21.6,0,34,14.5,3.25,9.77488551682145,4384,105928,8,0.056,0.664794937077504,0.524925067624725,1,132.244874244237,2944.29129772542,0.08,0.24,0.0298100763183582,0.311379484483594,0,0.132114066042359,NA,0.193895485900433,NA,0.0135274857663408,0.00728740757605141,0.00033875086725407,0.00268430590072064,NA,0.000426174406588256,NA,0.00179532857315216,NA,0.000397867228421788,0.000560569813542416,88,116,0,310,0,108,0,34,13,3.18100527898549,3.50461368843609,NA,3.19306681329563,0,3.38196444980923,0,3.18916136628126,3.2116088996084
"115","17-29","YRP","04_09_2022","Galian_Khanania",5,0.562593703148426,0.191904047976012,0.178410794602699,0.316341829085457,0,0,0,0.055472263868066,0.257871064467766,0,34,0,22.1489583333333,29.75,14.2222222222222,0,0,0,37,21.5,17.5833333333333,0,10.65599424764,NA,93085.366393932,62,0.5442,0.546965359979343,NA,1,NA,4205.4255643273,0.21875,0.447916666666667,0.0413094606858697,0.434517913961097,0,0.0584198319093165,NA,NA,0.0910358488145868,0.128692198240397,NA,0.000347138325091342,0.0020593266064507,NA,0.000456404936791535,NA,NA,0.00246042834634018,0.000748210454886031,NA,119,211,0,128,0,0,37,172,0,3.1821624685851,3.41838737846998,NA,3.19723761877934,0,0,3.47372604851673,3.23749705342578,0
"116","17-23","GBY","06_11_2021","Mariah_Merriam",7,0.49812030075188,0.13984962406015,0.043609022556391,0.341353383458647,0,0.0481203007518797,0,0.270676691729323,0.135338345864662,0.0210526315789474,33,6,2.8375,29,93,2.33333333333333,0,5.33333333333333,60,30,17.4615384615385,0,9.21917577050228,203628.5,97468.9728014253,25,0.1207,0.279286773277452,0.152996618876376,1,NA,2845.22651800775,0,0.557692307692308,0.0161825982065235,0.295948433845396,0.00245843456513991,0.0136546001861232,NA,0.00602136646896466,0.018654078943614,0.280108152860051,NA,0.000558020627811156,0.00130373759403258,0.000175602468938565,0.000146823657915303,NA,0.000188167702155146,0.000103633771908967,0.00311231280955612,NA,29,227,14,93,0,32,180,90,0,3.21125719695035,3.3141412810567,3.15849623829789,3.15452572167038,0,3.16022982164067,3.14856695706437,3.56366437495843,0
"117","17-6","GBY","02_07_2021","Mariah_Merriam",6,0.690789473684211,0.276315789473684,0,0.552631578947368,0.00822368421052632,0.00822368421052632,0,0,0.118421052631579,0.0361842105263158,25,4,5.23958333333333,0,56,5.5,0,1.25,0,72,28,5,8.42657608659564,7015.4522469,103862.5,17,0.1432,0.225509105287872,0.29024132370778,1,20.0277045991862,2933.47759865097,0.0333333333333333,0.433333333333333,NA,0.277505891814062,0.00025701320147943,0.19187055712733,NA,0,NA,0.0488334915771154,0.0250295807053268,NA,0.000825910392303757,1.1682418249065e-05,0.00114208664956744,NA,0,NA,0.000678242938571047,0.00500591614106535,0,336,22,168,0,5,0,72,5,0,3.24821705479151,3.13588073530443,3.29183883908532,0,3.134268951,0,3.22784386842485,3.82491851459565
"118","17-15","GBY","03_24_2022","Nate_Maslanka",8,0.407094594594595,0.151651651651652,0.0795795795795796,0.408408408408408,0.0600600600600601,0.135135135135135,0,0.0735735735735736,0.0810810810810811,0.0105105105105105,90,32,9.35135582010582,26.5,33.6666666666667,2.33333333333333,0,2.8125,16.3333333333333,6,7.77142857142857,13.3333333333333,29.072085679176,55269.4428879019,499720.006293907,47,0.2413,0.266345965070445,0.117174024087302,1,4504.1022041264,11142.5721431717,0.0203373015873016,0.310600907029478,0.0142132543959209,1.26854000324426,0.0251156451683598,0.0952910615025429,NA,0.238568659099816,0.0371426423321293,0.0484226726394478,0.0392735518549271,0.00026817461124379,0.00466375001192744,0.00358794930976569,0.00094347585646082,NA,0.00265076287888684,0.000758013108818965,0.000896716159989773,0.000981838796373177,53,272,7,101,0,90,49,54,40,3.17126810819794,3.77771099431226,3.62928635743734,3.26443716999638,0,3.49998586952375,3.23884949291339,3.25798589053992,3.26972997693962
"119",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","17-25","YYR","04_09_2022","Nate_Maslanka",7,0.71308095952024,0.0104947526236882,0,0.553223388305847,0,0.0464767616191904,0.0524737631184408,0.0209895052473763,0.0134932533733133,0.302848575712144,75,18,9.48472222222222,0,7,9.18181818181818,11.6666666666667,1.72222222222222,7,4.5,13.6666666666667,0,34.5969479734493,310949.558857181,105402.828167542,44,0.2541,0.163514955779336,0.155410474658439,1,13408.8990159996,2329.86500468007,0.0833333333333333,0.345117845117845,NA,1.29528731373645,0.734080875313162,0.0238847189535854,0.0311245650795992,0.0762567834036534,0.0797775348764923,0.0534457636358842,NA,NA,0.00351026372286301,0.00363406373917407,0.00341210270765505,0.000889273287988548,0.00245989623882753,0.00569839534832088,0.00593841818176491,NA,0,369,202,7,35,31,14,9,0,0,3.61856833596433,3.63564861154805,3.60502538789948,3.25695902229949,3.4736526354169,3.92045756255667,3.95357271281083,0
"121","17-1","GRP","06_11_2021","Colleen_Furey",3,0.75,0.714071856287425,0,0.112275449101796,0,0,0,0,0.173652694610778,0,15,0,2.90625,0,68.1428571428571,0,0,0,0,38.6666666666667,15,0,1.91849434650954,NA,19003.5,12,0.1012,0.219379978836389,NA,1,NA,789.734937345425,0.733333333333333,0.2,NA,0.0891628169415131,0,0.0325748153914144,NA,NA,NA,0.0233408971320019,NA,NA,0.00118883755922017,NA,6.82910175920636e-05,NA,NA,NA,0.000201214630448292,NA,0,75,0,477,0,0,0,116,0,0,3.29828890625374,NA,3.14369083506045,0,0,0,3.16202986284752,0
"122","17-5","GYR","02_07_2021","Colleen_Furey",3,0.780633223684211,0.307565789473684,0.608552631578947,0,0,0,0,0,0.0838815789473684,0,9,0,5.5,92.5,62.3333333333333,0,0,0,0,25.5,0,0,1.41499830852283,NA,8807.5,20,0.3124,0.279306228674185,NA,1,NA,NA,0.375,0.625,0.0715967438542083,NA,NA,0.0134778572935853,NA,NA,NA,0.0125091706393412,NA,0.000193504713119482,NA,NA,7.2074103174253e-05,NA,NA,NA,0.000245277855673356,NA,370,0,0,187,0,0,0,51,0,3.16096615125338,0,0,3.14421277476794,0,0,0,3.1681091191544,0
"123","17-10","GWW","24_03_2022","Divya_Murala",7,0.765202702702703,0.0435435435435435,0.042042042042042,0.791291291291291,0,0.018018018018018,0.0540540540540541,0.012012012012012,0.039039039039039,0,21,3,13.6875,28,29,0,18,4,8,6.5,58.5555555555556,0,33.3102415184806,342422.048561923,160773.234325101,56,0.2808,0.196579525569923,0.190895975610174,1,11284.2007741619,7863.83168442598,0.0416666666666667,0.189814814814815,0.0954223910235475,2.09765613091741,0,0.039477870157818,0.0957226514784946,0.0436009840325772,0.0174149143710199,0.0286715356101623,NA,0.00340794253655527,0.00398037216492867,NA,0.00136130586751097,0.00265896254106929,0.0036334153360481,0.00217686429637748,0.00110275136962163,NA,28,527,0,29,36,12,8,26,0,3.60445142296008,3.68342763068799,NA,3.32208378385426,3.50111714958286,3.6355591535301,3.43460366175688,3.2864118816288,0
